objectid,collectionid,display_template,parentid,pres_file,sequence,filename,newphoto_filename,object_location,juxt_object_location,image_alt_text,image_small,juxt_image_small,image_thumb,juxt_image_thumb,object_transcript,object_pdf,title,ark,aviary_id,avian_id,uid,call_number,archival_collection,other_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,conservation_note,accessibility_note,accessibility_uri,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes,start_date,end_date,timeline_title,timeline_text
parkscentennial048,parkscentennial,pdf,,parkscentennial017.pdf,0,parkscentennial017.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial017.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial017_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial017_001_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial017.pdf,Library fund,,,,,RS 4/8/4,"Buildings Records, 1859-2015",,https://n2t.net/ark:/87292/w9038c,,"Library, general - news clippings, brochures, 1951-2012",24,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University. Foundation,http://id.loc.gov/authorities/names/no2010090423,,,,,,,,,Brochure about the ISU Foundation $10 Million Challenge - a capital campaign for a major library expansion.,,eng,1980s,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,Library fund raising; Library buildings--Remodeling; Academic libraries--Space utilization; Public services (Libraries),http://id.worldcat.org/fast/997768; http://id.worldcat.org/fast/997664; http://id.worldcat.org/fast/795074; http://id.worldcat.org/fast/1083042,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,14 pages,,,brochures,http://vocab.getty.edu/aat/300248280,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1983~,2025-07-24,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial049,parkscentennial,pdf,,parkscentennial018.pdf,0,parkscentennial018.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial018.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial018_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial018_001_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial018.pdf,"Robert W. Orr memo to James H. Hilton, February 24, 1965",,,,,RS 2/10,James H. Hilton papers,,https://n2t.net/ark:/87292/w98b54,,"Iowa State University Library, 1961-1965",2,52,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Orr, Robert W.",http://id.loc.gov/authorities/names/n79064156,,,,,,,,,,,Correspondence and memorandum from Orr to President Hilton about the Library's space issues and building needs.,,eng,1960s,"Hilton, James H. (James Harold), 1899-1982",http://id.loc.gov/authorities/names/no2002116819,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,Library buildings--Remodeling; Library buildings--Finance; Academic libraries--Space utilization; Public services (Libraries),http://id.worldcat.org/fast/997664; http://id.worldcat.org/fast/997656; http://id.worldcat.org/fast/795074; http://id.worldcat.org/fast/1083042,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,2 pages,,,memorandums,http://vocab.getty.edu/aat/300026906,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1965-02-24,2025-07-24,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial050,parkscentennial,pdf,,parkscentennial019.pdf,0,parkscentennial019.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial019.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial019_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial019_001_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial019.pdf,"Library at Iowa State, Vol. 22, No. 7",,,,,RS 25/1/0/6,"""The Library at Iowa State"", 1946-1968",,https://n2t.net/ark:/87292/w9007z,,,5,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,,,,,"Newsletter article, issued by Kuhn, about the second library addition and an architect's sketch.",,eng,1960s,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,Academic libraries; Library buildings--Design; Public services (Libraries); Library employees,http://id.worldcat.org/fast/7949977; http://id.worldcat.org/fast/997650; http://id.worldcat.org/fast/1083042; http://id.worldcat.org/fast/997728,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,9 pages,,,newsletters,http://vocab.getty.edu/aat/300026652,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1968-03-25,2025-07-24,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Plustek Opticbook A300,,,,,
parkscentennial051,parkscentennial,pdf,,parkscentennial051.pdf,0,parkscentennial051.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial051.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial051_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial051_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial051.pdf,Library facilities are extended to annex (Iowa State Daily Student),,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Article from the Iowa State Daily Student, volume 74, number 199 (August 24, 1946) reporting that Iowa State would open an annex library at Camp Dodge staffed with two librarians.",,eng,1940s,"Orr, Robert W.",http://id.loc.gov/authorities/names/n79064156,Camp Dodge (Iowa); Iowa State College. Library,http://id.loc.gov/authorities/names/n2005171607; http://id.loc.gov/authorities/names/n82161013,Branch libraries,http://id.worldcat.org/fast/837841,Iowa--Camp Dodge,http://id.worldcat.org/fast/1307479,41.69971,-93.70744,WGS 84,,,,1 page,,,newspaper clippings,http://vocab.getty.edu/aat/300429554,Text,application/pdf,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State Daily.",http://rightsstatements.org/vocab/InC/1.0/,1946-08-24,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial052,parkscentennial,pdf,,parkscentennial052.pdf,0,parkscentennial052.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial052.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial052_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial052_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial052.pdf,Grant Wood paints new mural hanging for library alcove (Iowa State Student),,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Article from the Iowa State Student, volume 64, number 4 (September 9, 1936) reporting that Grant Wood has begun painting a mural for the lower lobby alcove of Iowa State's library.",,eng,1930s,"Wood, Grant, 1891-1942",http://id.loc.gov/authorities/names/n50014999,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Mural painting and decoration; Draft animals; Farmers in art; Tillage,http://id.worldcat.org/fast/1029558; http://id.worldcat.org/fast/897331; http://id.worldcat.org/fast/921387; http://id.worldcat.org/fast/1150952,Iowa--Iowa City,http://id.worldcat.org/fast/1208636,41.66113,-91.53017,WGS 84,,,,1 page,,,newspaper clippings,http://vocab.getty.edu/aat/300429554,Text,application/pdf,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State Daily.",http://rightsstatements.org/vocab/InC/1.0/,1936-09-26,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial053,parkscentennial,pdf,,parkscentennial053.pdf,0,parkscentennial053.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial053.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial053_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial053_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial053.pdf,Meet Grace! Mural likeness of coed graces library mural (Iowa State Student),,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Article from the Iowa State Student, volume 64, number 17 (October 27, 1936) reporting that Iowa State student Eby Grace was the model for one of the figures depicted on the home economics panel of Grant Wood's mural in the library stairwell.",,eng,1930s,"Wood, Grant, 1891-1942; Eby, Grace",http://id.loc.gov/authorities/names/n50014999; https://digital.lib.iastate.edu/isulv/items/isun0372.html,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Portraits; Mural painting and decoration; Artists' models; Students in art,http://id.worldcat.org/fast/1072324; http://id.worldcat.org/fast/1029558; http://id.worldcat.org/fast/817684; http://id.worldcat.org/fast/1136148,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 page,,,newspaper clippings,http://vocab.getty.edu/aat/300429554,Text,application/pdf,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State Daily.",http://rightsstatements.org/vocab/InC/1.0/,1936-10-27,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial054,parkscentennial,pdf,,parkscentennial054.pdf,0,parkscentennial054.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial054.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial054_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial054_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial054.pdf,Library to have three new murals (Iowa State Student),,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Article from the Iowa State Student, volume 64, number 29 (November 24, 1936) reporting that Grant Wood has started work on new murals for the ground floor of Iowa State's library.",,eng,1930s,"Wood, Grant, 1891-1942; Hayden, Ada, 1884-1950",http://id.loc.gov/authorities/names/n50014999; https://digital.lib.iastate.edu/isulv/items/isun0373.html,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Mural painting and decoration; Farmers in art; Tillage,http://id.worldcat.org/fast/1029558; http://id.worldcat.org/fast/921387; http://id.worldcat.org/fast/1150952,Iowa--Iowa City,http://id.worldcat.org/fast/1208636,41.66113,-91.53017,WGS 84,,,,1 page,,,newspaper clippings,http://vocab.getty.edu/aat/300429554,Text,application/pdf,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State Daily.",http://rightsstatements.org/vocab/InC/1.0/,1936-11-24,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial055,parkscentennial,pdf,,parkscentennial055.pdf,0,parkscentennial055.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial055.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial055_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial055_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial055.pdf,New students for library (Iowa State Daily Student),,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Ahern, Jo",https://digital.lib.iastate.edu/isulv/items/isun0374.html,,,,,,,,,,,"Article from the Iowa State Daily Student, volume 71, number 72 (January 28, 1944) reporting that Christian Petersen has begun working on a pair of statues to flank the stairs in the Iowa State library.",,eng,1940s,"Petersen, Christian, 1885-1961",http://id.loc.gov/authorities/names/n86071305,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Books and reading in art; Students in art; Public sculpture,http://id.worldcat.org/fast/836477; http://id.worldcat.org/fast/1136148; http://id.worldcat.org/fast/1083015,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 page,,,newspaper clippings,http://vocab.getty.edu/aat/300429554,Text,application/pdf,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State Daily.",http://rightsstatements.org/vocab/InC/1.0/,1944-01-28,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial056,parkscentennial,pdf,,parkscentennial056.pdf,0,parkscentennial056.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial056.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial056_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial056_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial056.pdf,Regents name library after Parks (Iowa State Daily),,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Article form the Iowa State Daily, volume 113, number 115 (March 23, 1984) reporting that the Iowa Board of Regents has voted to name the Iowa State library after W. Robert Parks and his wife Ellen Sorge Parks.",,eng,1980s,"Parks, W. Robert (William Robert), 1915-2003; Parks, Ellen Sorge, 1914-1999; Lagomarcino, Virgil; Bales-Henry, Elaine",https://digital.lib.iastate.edu/isulv/items/isun0375.html; https://digital.lib.iastate.edu/isulv/items/isun0376.html; http://id.loc.gov/authorities/names/n95031475; https://digital.lib.iastate.edu/isulv/items/isun0377.html,Iowa State University. Library; Iowa. Board of Regents,http://id.loc.gov/authorities/names/n82160893; http://id.loc.gov/authorities/names/no93030705,Public buildings--Names; Library buildings; College buildings,http://id.worldcat.org/fast/1082149; http://id.worldcat.org/fast/997647; http://id.worldcat.org/fast/867723,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 page,,,newspaper clippings,http://vocab.getty.edu/aat/300429554,Text,application/pdf,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State Daily.",http://rightsstatements.org/vocab/InC/1.0/,1984-03-23,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial057,parkscentennial,pdf,,parkscentennial057.pdf,0,parkscentennial057.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial057.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial057_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial057_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial057.pdf,Library mural decorations: Civil Works Administration,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa. State Board of Education,http://id.loc.gov/authorities/names/n98014815,,,,,,,,,"Action item from the Iowa State Board of Education minutes for the December 12, 1933 meeting reporting that the Board has approved payment for the creation of a mural for the Iowa State library.",,eng,1930s,"Hughes, Raymond M. (Raymond Mollyneaux), 1873-1958; Wood, Grant, 1891-1942",http://id.loc.gov/authorities/names/no96056380; http://id.loc.gov/authorities/names/n50014999,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Art commissions--Finance; Public art--Finance; Mural painting and decoration,http://id.worldcat.org/fast/815486; http://id.worldcat.org/fast/1082066; http://id.worldcat.org/fast/1029558,Iowa--Iowa City,http://id.worldcat.org/fast/1208636,41.66113,-91.53017,WGS 84,,,,1 page,,,minutes (administrative records),http://vocab.getty.edu/aat/300027440,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1933-12-12,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial058,parkscentennial,image,,MS505_WoodMuralScaffolding_001-024-001.jpg,0,parkscentennial058.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/parkscentennial058.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial058_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial058_th.jpg,,,,Photograph of engineering panel of mural while in progress,,,,,MS 0505,Howard C. Johnson papers,,https://n2t.net/ark:/87292/w9pj35,,,1,24,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,Photograph of the engineering panel of the Iowa State library mural while it is in progress at Grant Wood's studio.,,zxx,1930s,"Wood, Grant, 1891-1942",http://id.loc.gov/authorities/names/n50014999,,,,,Iowa--Iowa City,http://id.worldcat.org/fast/1208636,41.66113,-91.53017,WGS 84,,,,1 photograph,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1935~,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial059,parkscentennial,compound_object,,,0,,,,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial020_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial020_001_th.jpg,,,,Photograph of Library Staff Association members outside the library building,,,,,"RS 25/7 D,G",Library Staff Association (LSA),,https://n2t.net/ark:/87292/w90c03,,,2064,5,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,Group portrait of Library Staff Association members standing on the steps outside the library building at Iowa State University in 1980.,,zxx; eng,1980s,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,Library employees,http://id.worldcat.org/fast/997728,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,http://vocab.getty.edu/aat/300046300,Text;Image,image/jpeg,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1980,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial060,parkscentennial,child,parkscentennial059,parkscentennial020_001.tif,1,parkscentennial020_001.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/parkscentennial020_001.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial020_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial020_001_th.jpg,,,,Front,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial061,parkscentennial,child,parkscentennial059,parkscentennial020_002.tif,2,parkscentennial020_002.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/parkscentennial020_002.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial020_002_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial020_002_th.jpg,,,,Back,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,,,,,,
parkscentennial062,parkscentennial,pdf,,parkscentennial021.pdf,0,parkscentennial021.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial021.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial021_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial021_001_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial021.pdf,"Decade in review: Iowa State University Library tenth annual report, 1967–1977",,,,,RS 25/1/0/1,"Annual Reports, 1903-2011",,https://n2t.net/ark:/87292/w90370,,"Annual Reports, 1976-1977",2,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Kuhn, Warren B.",http://id.loc.gov/authorities/names/no2010017720,,,,,,,,,,,"""1967 - 1977: The Decade in Review"" section of the 1976/1977 library annual report, compiled by Dean Warren B. Kuhn and addressed to President Parks. The section provides information about library collections, services, staff, and organization.",,eng,1960s; 1970s,"Parks, W. Robert (William Robert), 1915-",http://id.loc.gov/authorities/names/n99054817,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,College buildings; Library employees; Collection development (Libraries); Library administration,http://id.worldcat.org/fast/867723; http://id.worldcat.org/fast/997728; http://id.worldcat.org/fast/867172; http://id.worldcat.org/fast/997606,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,7 pages,,,annual reports,http://vocab.getty.edu/aat/300027292,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1977-06,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Plustek Opticbook A300,,,,,
parkscentennial063,parkscentennial,pdf,,parkscentennial022.pdf,0,parkscentennial022.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial022.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial022_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial022_001_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial022.pdf,Transparency showing a catalog card for Library 160 course,,,,,RS 25/3/7,"Undergraduate Services Library Institute Transparencies, 1967-2011, undated",,https://n2t.net/ark:/87292/w90h1v,,,1,1/3,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,,,,,"Transparency showing a catalog card with Author, Title, and Subject for instruction purposes in Lib 160.",,eng,1980s,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,Library catalogs; Card catalogs,http://id.worldcat.org/fast/997669; http://id.worldcat.org/fast/1727772,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 transparency,,,transparencies,http://vocab.getty.edu/aat/300127478,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1980,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
